benchmark,prior,metric,n_questions,n_seed_blocks,posterior_mean,lcb_mean,posterior_p90,lcb_p90,posterior_ci95_low,posterior_ci95_high,lcb_ci95_low,lcb_ci95_high,paired_mean_delta,paired_ci95_low,paired_ci95_high,reduction_percent
mmlu_anatomy,default,final_regret_pp,135,20,1.8148148148148178,1.7407407407407434,2.9629629629629672,2.9629629629629672,1.3333333333333353,2.2962962962962994,1.296296296296298,2.1851851851851882,-0.07407407407407418,-0.18518518518518545,0.0,4.081632653061236
mmlu_anatomy,default,downward_jumps,135,20,26.0,11.65,36.0,18.200000000000003,22.65,29.550000000000004,9.4,13.95,-14.35,-16.35,-12.600000000000001,55.19230769230769
mmlu_anatomy,default,jumps_ge_2pp,135,20,12.75,4.25,19.0,8.100000000000001,10.600000000000001,14.8,3.1500000000000004,5.401249999999983,-8.5,-10.15,-6.950000000000001,66.66666666666667
mmlu_anatomy,default,any_jump_ge_2pp,135,20,1.0,0.95,1.0,1.0,1.0,1.0000000000000002,0.85,1.0,-0.05,-0.15,0.0,5.000000000000004
mmlu_anatomy,dataset,total_downward_pp,135,20,84.96296296296302,19.037037037037052,144.37037037037047,44.22222222222226,66.8518518518519,106.00092592592597,13.407407407407423,25.407407407407426,-65.92592592592595,-83.2592592592593,-51.887962962963,77.59372275501308
mmlu_anatomy,dataset,maximum_drawdown_pp,135,20,14.740740740740742,5.03703703703704,21.62962962962963,8.962962962962965,12.740740740740742,16.851851851851855,3.2592592592592617,7.259259259259262,-9.703703703703702,-11.556481481481482,-7.851851851851851,65.8291457286432
mmlu_anatomy,dataset,switches,135,20,74.45,27.25,99.2,40.1,67.35,82.0,23.5,31.150000000000002,-47.2,-52.65,-41.6,63.398253861652115
mmlu_anatomy,dataset,largest_drop_pp,135,20,13.740740740740742,4.66666666666667,21.62962962962963,8.962962962962965,11.703703703703704,16.037037037037038,2.8888888888888915,6.962962962962965,-9.074074074074073,-11.074074074074074,-7.111111111111111,66.03773584905659
mmlu_anatomy,dataset,mean_drawdown_pp,135,20,0.7587136107300724,0.544904740131078,1.1366559975613477,0.8626245999085514,0.5665428034344365,0.9828675506782509,0.4081390032007321,0.6860989686531526,-0.21380887059899445,-0.4335746583346036,-0.024424020728548237,28.180444844433023
mmlu_anatomy,dataset,mean_regret_pp,135,20,2.9369222171417015,2.724903724025814,4.384160951074539,3.5240725499161827,2.5101229487374934,3.413673118935127,2.347433876949656,3.162167200121936,-0.21201849311588744,-0.47445948280241934,-0.002592694203119805,7.219070763209736
mmlu_anatomy,dataset,final_regret_pp,135,20,1.9259259259259287,1.8888888888888922,2.2962962962963007,2.9629629629629672,1.5185185185185206,2.407407407407411,1.5185185185185208,2.2222222222222254,-0.03703703703703707,-0.40740740740740794,0.25925925925925963,1.9230769230768943
mmlu_anatomy,dataset,downward_jumps,135,20,29.3,10.15,39.300000000000004,13.500000000000007,25.5,33.2,8.3,12.100000000000001,-19.15,-21.85,-16.6,65.35836177474401
mmlu_anatomy,dataset,jumps_ge_2pp,135,20,11.0,2.3,20.1,5.200000000000003,8.15,14.25,1.35,3.3499999999999996,-8.7,-11.400000000000002,-6.450000000000001,79.09090909090908
mmlu_anatomy,dataset,any_jump_ge_2pp,135,20,1.0,0.7,1.0,1.0,1.0,1.0000000000000002,0.5,0.9,-0.3,-0.5,-0.1,30.000000000000004
mmlu_astronomy,default,total_downward_pp,152,20,17.73026315789472,5.7565789473684115,29.144736842105246,11.250000000000005,14.14473684210526,21.447368421052623,4.013157894736839,7.598684210526298,-11.973684210526311,-14.999999999999996,-9.144736842105257,67.53246753246755
mmlu_astronomy,default,maximum_drawdown_pp,152,20,2.664473684210525,1.9407894736842093,3.289473684210531,2.697368421052629,2.368421052631578,2.9276315789473686,1.611842105263157,2.2697368421052606,-0.7236842105263165,-1.052631578947369,-0.42763157894736836,27.160493827160508
mmlu_astronomy,default,switches,152,20,37.2,16.55,62.50000000000001,30.70000000000001,29.8,45.150000000000006,12.4,21.15,-20.65,-24.95,-16.49875000000002,55.51075268817204
